country,year,ewaste_kpi,ewaste_kt,ewaste_t
NGA,2000,0.5258911620000001,62.55633141,62556.33141
NIC,2000,0.93638432,4.773687263,4773.687263000001
NLD,2000,14.7090269,234.2559625,234255.9625
NOR,2000,14.22121009,64.00966662,64009.66662
NPL,2000,0.168855659,4.00863334,4008.63334
NZL,2000,7.10826649,27.53031612,27530.31612
OMN,2000,7.775524462000001,18.67680976,18676.80976
PAK,2000,0.69807712,95.38525770000001,95385.2577
PAN,2000,3.481725936,10.58792857,10587.92857
PER,2000,1.5472136580000002,39.00061467,39000.614669999995
PHL,2000,1.106733484,84.98606427,84986.06427
PLW,2000,2.606396348,0.049521530999999994,49.52153061
PNG,2000,0.452215686,2.3198664669999998,2319.8664670000003
POL,2000,4.802304369,183.7505721,183750.5721
PRT,2000,9.968575357999999,102.57664040000002,102576.6404
PRY,2000,2.257510119,11.92868347,11928.68347
QAT,2000,6.629632503,3.9380017069999997,3938.001707
ROU,2000,4.353980971,97.68156308,97681.56307999999
RUS,2000,3.072239768,449.77897419999994,449778.9742
RWA,2000,0.09424155199999999,0.7063404320000001,706.3404315
SAU,2000,7.075096825,144.85553240000002,144855.5324
SDN,2000,0.286189879,8.90050523,8900.505229999999
SEN,2000,0.29207694,2.88046278,2880.4627800000003
SGP,2000,6.926343455,27.89931144,27899.311439999998
SLB,2000,0.203516413,0.08384876200000001,83.84876207
SLE,2000,0.10616880599999999,0.439538855,439.5388549
SLV,2000,1.766730396,10.264703599999999,10264.7036
SRB,2000,2.076614628,15.60783554,15607.83554
STP,2000,0.259595783,0.036083814,36.08381389
SUR,2000,2.8218491869999998,1.31780357,1317.80357
SVK,2000,4.795608152,25.78598503,25785.98503
SVN,2000,8.466937459,16.83227167,16832.27167
SWE,2000,11.84479969,105.21735559999999,105217.3556
SWZ,2000,1.747935786,1.678018354,1678.0183539999998
SYC,2000,4.6872867010000006,0.379670223,379.67022280000003
TCD,2000,0.131025673,0.979809982,979.8099816
TGO,2000,0.21088195199999998,1.010968077,1010.968077
THA,2000,2.348465407,146.3587126,146358.7126
TLS,2000,0.540897661,0.48518520200000004,485.1852023
TON,2000,1.2053715809999999,0.119331787,119.33178649999999
TTO,2000,4.548164728,5.767072875,5767.072875
TUN,2000,1.692482891,16.16828906,16168.28906
TUR,2000,2.519868483,163.108567,163108.56699999998
TUV,2000,0.6941180140000001,0.006091961,6.091960683
TZA,2000,0.174637923,5.731965923,5731.965923
UGA,2000,0.08788409,2.1355833790000003,2135.5833789999997
UKR,2000,1.682766828,81.89016490000002,81890.1649
URY,2000,4.589435831,15.14972768,15149.727680000002
USA,2000,7.685180956,2169.495843,2169495.8430000003
VCT,2000,3.222999756,0.341637974,341.63797410000006
VEN,2000,3.1074254760000004,75.80253706,75802.53706
VNM,2000,0.362851661,28.16998868,28169.988680000002
VUT,2000,0.273175726,0.052176564,52.17656358
WSM,2000,0.9781221440000001,0.171171375,171.1713752
YEM,2000,0.790799342,14.18456779,14184.567790000001
ZAF,2000,2.239573126,100.44485470000001,100444.8547
ZMB,2000,0.23242046,2.460170574,2460.1705739999998
ZWE,2000,0.510511461,5.969410517999999,5969.410518
AFG,2001,0.10779465099999999,2.3635834819999997,2363.583482
AGO,2001,0.44298068700000004,7.779183842,7779.183842
ALB,2001,1.6047978109999999,4.910681299999999,4910.6813
ARE,2001,6.538288185,20.70675868,20706.758680000003
ARG,2001,3.5090448739999998,130.3820713,130382.0713
ARM,2001,0.527969114,1.615585488,1615.5854880000002
ATG,2001,4.4452247730000005,0.342282307,342.2823075
AUS,2001,8.033589496,155.73916599999998,155739.166
AUT,2001,14.56906413,117.16441370000001,117164.4137
AZE,2001,1.181738694,9.730436408,9730.436408
BDI,2001,0.091407415,0.617000051,617.0000514999999
BEL,2001,14.57378123,149.5707167,149570.7167
BEN,2001,0.189741245,1.361393435,1361.393435
BFA,2001,0.091071223,1.08374755,1083.74755
BGD,2001,0.20349107800000002,27.41635298,27416.35298
BGR,2001,4.247892245,33.5201177,33520.1177
BHR,2001,7.471645422000001,4.938757624,4938.757624
BHS,2001,5.149344537,1.580848773,1580.848773
BIH,2001,1.5742934569999998,5.9791665510000005,5979.166550999999
BLR,2001,2.016167766,20.07498244,20074.98244
BLZ,2001,2.233232643,0.573940789,573.9407894
BOL,2001,1.2665548229999999,10.76064977,10760.64977
BRA,2001,2.7205908539999997,478.5383283,478538.3283
BRB,2001,4.612540507,1.245385937,1245.385937
BRN,2001,7.600311833999999,2.5309038409999998,2530.903841
BTN,2001,0.666808328,0.387415639,387.4156385
BWA,2001,2.328233146,4.153567932,4153.567932
CAF,2001,0.09280538699999999,0.343751154,343.7511545
CAN,2001,7.865817385,243.6200961,243620.0961
CHE,2001,13.8225579,99.49477177,99494.77177
CHL,2001,3.1319934689999998,48.7714023,48771.4023
CHN,2001,0.718152371,916.5563267000001,916556.3267
CIV,2001,0.564028941,9.336371062000001,9336.371062
CMR,2001,0.20063513300000002,3.2053468780000003,3205.3468780000003
COG,2001,1.4622731619999998,4.369272207,4369.272207
COL,2001,1.994425284,81.40047352,81400.47352
COM,2001,0.253977088,0.140195352,140.1953523
CPV,2001,0.958394816,0.43223606200000003,432.23606179999996
CRI,2001,3.703007222,14.63798755,14637.98755
CYP,2001,10.55716342,7.368900067,7368.9000670000005
CZE,2001,8.275344926,84.67332928,84673.32927999999
DEU,2001,15.02381384,1238.5632130000001,1238563.213
DJI,2001,0.40507486200000004,0.26572911,265.7291096
DMA,2001,3.529943053,0.250625957,250.62595679999998
DNK,2001,15.65286297,83.72716401,83727.16401000001
DOM,2001,2.0682676769999997,17.60716273,17607.16273
DZA,2001,2.407500362,74.5217662,74521.7662
ECU,2001,1.998127811,25.60600789,25606.00789
EGY,2001,2.007984409,130.8844398,130884.4398
ERI,2001,0.20074871100000002,0.855791757,855.7917568
ESP,2001,12.54904375,511.00961039999993,511009.6104
EST,2001,8.182839102,11.39869487,11398.694870000001
ETH,2001,0.07522635,4.920179395,4920.179395
FIN,2001,11.21219669,58.09039105,58090.39105
FJI,2001,2.01579935,1.640860671,1640.8606710000001
FRA,2001,12.86692409,762.5839899,762583.9899
FSM,2001,0.541744975,0.057966712000000004,57.96671236
GAB,2001,3.9916502460000003,4.9296880530000005,4929.688053
GBR,2001,15.13613741,894.7424909,894742.4909
GEO,2001,0.579057449,2.548431833,2548.4318329999996
GHA,2001,0.43700752,8.252013003,8252.013003
GIN,2001,0.147861796,1.315230675,1315.230675
GMB,2001,0.471999279,0.6305910370000001,630.5910372999999
GNB,2001,0.16964479999999998,0.220877529,220.87752909999998
GRC,2001,9.469730934,102.61400440000001,102614.0044
GRD,2001,3.4314065589999996,0.350003469,350.003469
GTM,2001,1.693643015,19.48705653,19487.05653
GUY,2001,1.87387813,1.392291451,1392.291451
HKG,2001,7.404150991,49.82993617,49829.93617
HND,2001,1.553449918,9.897029429,9897.029429
HRV,2001,6.006354554,25.85735635,25857.35635
HUN,2001,6.967748387,71.07103355,71071.03355
IDN,2001,1.86229268,389.6028025,389602.8025
IND,2001,0.363220655,380.6552465,380655.2465
IRL,2001,11.88034371,45.70368226,45703.68226
IRN,2001,2.7602333480000003,178.2669105,178266.9105
IRQ,2001,2.139985131,54.18542562,54185.42562
ISL,2001,11.505298199999999,3.302020582,3302.020582
ISR,2001,5.136044475,33.05558224,33055.582239999996
ITA,2001,13.5351478,770.9755541000001,770975.5541
JAM,2001,3.0402227789999996,7.919780338,7919.780338
JOR,2001,1.95175765,9.466024601,9466.024601000001
JPN,2001,7.778183965,988.8560838,988856.0838
KAZ,2001,2.893765708,42.97531453,42975.31453
KEN,2001,0.323562464,9.806854718,9806.854718
KGZ,2001,0.256241222,1.273006392,1273.006392
KHM,2001,0.12584910400000002,1.569715875,1569.715875
KIR,2001,0.22354033199999998,0.019224468999999998,19.22446855
KNA,2001,5.9306919570000005,0.27281183,272.81183
KOR,2001,4.31226505,204.215936,204215.93600000002
KWT,2001,7.286050113,16.82348971,16823.489709999998
LAO,2001,0.258934509,1.416371765,1416.371765
LBN,2001,4.351666453,14.61289595,14612.89595
LBY,2001,5.0860315389999995,26.752525899999995,26752.5259
LCA,2001,5.232381479,0.826716274,826.7162738
LKA,2001,1.443592675,27.04137799,27041.377989999997
LSO,2001,0.206797888,0.38567806,385.6780602
LTU,2001,5.645980398,19.59719796,19597.197959999998
LUX,2001,13.45771793,5.9079381710000005,5907.938171
LVA,2001,5.372288853,12.64099567,12640.99567
MAC,2001,10.13613454,4.419354661,4419.354661
MAR,2001,1.3335516440000001,38.45029456,38450.29456
MDA,2001,0.573871183,2.0860217519999997,2086.021752
MDG,2001,0.171429744,2.783333326,2783.333326
MDV,2001,1.719338645,0.474537466,474.537466
MEX,2001,3.181778894,324.92962420000003,324929.6242
MKD,2001,2.520114195,5.080550218,5080.550218
MLI,2001,0.22180444300000002,2.342920336,2342.920336
MLT,2001,9.710284371,3.796721189,3796.721189
MMR,2001,0.168904482,7.904898655,7904.898655
MNE,2001,2.564497613,1.5771660319999998,1577.166032
MNG,2001,1.4486093619999998,3.5128777039999997,3512.877704
MOZ,2001,0.096434989,1.811627704,1811.627704
MRT,2001,0.532973149,1.449686966,1449.686966
MUS,2001,2.942966105,3.522730428,3522.7304280000003
MWI,2001,0.097089186,1.198371825,1198.371825
MYS,2001,3.346142227,80.71898893,80718.98892999999
NAM,2001,1.871170349,3.4242417389999997,3424.241739
NER,2001,0.07692805700000001,0.8508243109999999,850.8243107999999
NGA,2001,0.539637076,65.95876048,65958.76048
NIC,2001,1.006424917,5.20724252,5207.242520000001
NLD,2001,15.64257053,251.0006866,251000.6866
NOR,2001,15.16962361,68.55152911,68551.52911
NPL,2001,0.181122845,4.3724865930000005,4372.486593
NZL,2001,7.774560634,30.44517944,30445.179439999996
OMN,2001,8.350166472,20.39945669,20399.45669
PAK,2001,0.7499966570000001,104.8195329,104819.5329
PAN,2001,3.718348073,11.53431572,11534.31572
PER,2001,1.654132358,42.34082596,42340.82596
PHL,2001,1.192537585,93.72152878,93721.52878
PLW,2001,2.846517393,0.05408383,54.08383047
PNG,2001,0.465681048,2.4476195869999997,2447.619587
POL,2001,5.080022491,194.3311804,194331.1804
PRT,2001,10.47070044,108.50786869999999,108507.8687
PRY,2001,2.44554327,13.16925051,13169.25051
QAT,2001,7.252906465,4.438778757,4438.778757
ROU,2001,4.609264088,103.2843897,103284.3897
RUS,2001,3.333848255,486.1350848,486135.0848
RWA,2001,0.09363650300000001,0.750309302,750.309302
SAU,2001,7.6475039570000005,160.414043,160414.043
SDN,2001,0.315377422,10.06053977,10060.53977
SEN,2001,0.310650376,3.14347116,3143.47116
SGP,2001,7.605911956,31.47326367,31473.26367
SLB,2001,0.20941808899999997,0.08879327,88.79326958
SLE,2001,0.109309695,0.46959445,469.5944496
SLV,2001,1.899579821,11.09354616,11093.54616
SRB,2001,2.263004794,16.97932497,16979.324969999998
STP,2001,0.275595987,0.03913463,39.13463022
SUR,2001,3.1048683230000003,1.471707585,1471.7075849999999
SVK,2001,5.095966792,27.41120537,27411.20537
SVN,2001,8.950154742999999,17.81080794,17810.80794
SWE,2001,12.54557821,111.76855619999999,111768.5562
SWZ,2001,1.896702823,1.839801738,1839.801738
SYC,2001,5.081395812,0.41159306100000004,411.5930608
TCD,2001,0.137455245,1.05359445,1053.59445
TGO,2001,0.22529835199999998,1.109819684,1109.819684
THA,2001,2.519950654,158.52505569999997,158525.0557
TLS,2001,0.571862785,0.519823271,519.8232715
TON,2001,1.3023162670000001,0.130231627,130.2316267
TTO,2001,4.941816397,6.2859904570000005,6285.990457
TUN,2001,1.833912744,17.6990919,17699.0919
TUR,2001,2.7347502710000002,179.4132915,179413.2915
TUV,2001,0.7352588179999999,0.006534989000000001,6.534988508
TZA,2001,0.18690773300000002,6.28626778,6286.26778
UGA,2001,0.094007309,2.359583462,2359.583462
UKR,2001,1.829140526,88.23956812,88239.56812000001
URY,2001,4.878745622,16.13889052,16138.890519999999
USA,2001,8.40354302,2396.8249260000002,2396824.926
VCT,2001,3.4876736680000002,0.369693409,369.6934088
VEN,2001,3.342534034,82.90487164,82904.87164
VNM,2001,0.38641289100000004,30.40528473,30405.28473
VUT,2001,0.287697491,0.056101011,56.10101074
WSM,2001,1.072128223,0.18869456699999998,188.69456719999997
YEM,2001,0.859720248,15.9099829,15909.9829
ZAF,2001,2.420647545,110.16366979999998,110163.6698
ZMB,2001,0.252009788,2.737078303,2737.0783030000002
ZWE,2001,0.543508808,6.338943232999999,6338.943233
AFG,2002,0.11533367300000001,2.560753553,2560.753553
AGO,2002,0.48931177,8.850671304,8850.671304000001
ALB,2002,1.7784859709999998,5.426160697,5426.160697
ARE,2002,7.122781115,23.85419395,23854.19395
ARG,2002,3.690293408,138.44504750000002,138445.0475
ARM,2002,0.593899365,1.811393064,1811.393064
ATG,2002,4.802951668,0.37463023,374.63023010000006
AUS,2002,8.922128707,174.9183333,174918.3333
AUT,2002,15.30584156,123.7018115,123701.8115
AZE,2002,1.32924067,11.069916300000001,11069.9163
BDI,2002,0.095263537,0.666844762,666.8447621
BEL,2002,15.2772954,157.5089155,157508.9155
BEN,2002,0.203354733,1.5078753459999998,1507.875346
BFA,2002,0.098348115,1.209681819,1209.681819
BGD,2002,0.22108404,30.28983996,30289.83996
BGR,2002,4.464199156,35.02610658,35026.10658
BHR,2002,7.784539109,5.534807306,5534.807306000001
BHS,2002,5.746286399,1.792841357,1792.841357
BIH,2002,1.743830315,6.675382443999999,6675.382444
BLR,2002,2.194828957,21.72880667,21728.806669999998
BLZ,2002,2.360558927,0.625548116,625.5481157
BOL,2002,1.349848151,11.68023605,11680.23605
BRA,2002,2.9362382589999996,523.4960466,523496.0466
BRB,2002,5.1768856119999995,1.402936001,1402.936001
BRN,2002,8.22720989,2.830160202,2830.160202
BTN,2002,0.730410582,0.436785528,436.78552790000003
BWA,2002,2.542359133,4.596585312,4596.585312
CAF,2002,0.09972069800000001,0.37564787,375.64786969999994
CAN,2002,8.521912228,266.81255,266812.55
CHE,2002,14.454023800000002,104.8783967,104878.3967
CHL,2002,3.3337915330000003,52.23384574,52233.84574
CHN,2002,0.8306633859999999,1067.01204,1067012.04
CIV,2002,0.5770437589999999,9.800511203,9800.511203
CMR,2002,0.221375337,3.635647161,3635.647161
COG,2002,1.567781488,4.820928073999999,4820.928074
COL,2002,2.116391546,87.46834618,87468.34618
COM,2002,0.271343367,0.153037659,153.0376591
CPV,2002,1.090516522,0.500547084,500.54708380000005
CRI,2002,3.987677404,16.03843852,16038.43852
CYP,2002,11.07993801,7.822436236000001,7822.436236
CZE,2002,8.861255301,90.39366533,90393.66532999999
DEU,2002,15.76947976,1301.565551,1301565.551
DJI,2002,0.41922677399999997,0.28255884600000003,282.55884560000004
DMA,2002,3.775225447,0.268041007,268.04100669999997
DNK,2002,16.53283135,88.74823867,88748.23867
DOM,2002,2.231939108,19.25717062,19257.170619999997
DZA,2002,2.613707699,82.10701366,82107.01366
ECU,2002,2.152260075,28.18169343,28181.693430000003
EGY,2002,2.172898994,144.5651429,144565.1429
ERI,2002,0.209023569,0.9205397959999999,920.5397961000001
ESP,2002,12.978755900000001,537.6319844,537631.9844
EST,2002,8.665240475,11.99269282,11992.69282
ETH,2002,0.081683009,5.49073184,5490.7318399999995
FIN,2002,11.94207042,62.03905581,62039.055810000005
FJI,2002,2.1848744940000002,1.7828575869999999,1782.8575870000002
FRA,2002,13.45931497,803.3326732,803332.6732
FSM,2002,0.586095691,0.062126142999999995,62.12614322
GAB,2002,4.239689134,5.367446444,5367.446444
GBR,2002,16.01116721,950.5189528999999,950518.9529
GEO,2002,0.649029795,2.837558265,2837.5582649999997
GHA,2002,0.466778106,9.039624793,9039.624793
GIN,2002,0.16701938300000002,1.5108573419999998,1510.857342
GMB,2002,0.485010841,0.6673749170000001,667.3749174
GNB,2002,0.17681976300000002,0.235347105,235.34710499999997
GRC,2002,9.979366659,108.6553442,108655.3442
GRD,2002,3.713539517,0.378781031,378.78103070000003
GTM,2002,1.775945792,20.94372873,20943.728730000003
GUY,2002,2.058761731,1.5296599659999999,1529.659966
HKG,2002,8.10134045,54.48961587,54489.61587
HND,2002,1.6016784290000001,10.40930811,10409.30811
HRV,2002,6.351255284,27.342153999999997,27342.154
HUN,2002,7.384219267000001,75.13443105,75134.43105
IDN,2002,1.9940986230000002,423.12778669999994,423127.7867
IND,2002,0.39587026399999997,421.2309011,421230.9011
IRL,2002,12.3459656,48.35914724,48359.14724
IRN,2002,2.985671581,196.030239,196030.23899999997
IRQ,2002,2.297462972,58.90581605,58905.81605
ISL,2002,12.27556995,3.535364145,3535.3641450000005
ISR,2002,5.619513154,36.90334288,36903.342880000004
ITA,2002,14.18330296,808.2780691,808278.0691
JAM,2002,3.2361492060000003,8.501363963,8501.363963
JOR,2002,2.121968726,10.48040354,10480.403540000001
JPN,2002,8.355417017999999,1064.480128,1064480.128
KAZ,2002,3.117443993,46.34703985,46347.03985
KEN,2002,0.34080659799999996,10.61510311,10615.10311
KGZ,2002,0.277880995,1.393017427,1393.017427
KHM,2002,0.14736986900000001,1.8729236619999998,1872.9236620000001
KIR,2002,0.23784580100000002,0.02093043,20.93043049
KNA,2002,6.307353506,0.296445615,296.4456148
KOR,2002,4.7088855380000005,224.2465471,224246.5471
KWT,2002,7.766511557,18.79495797,18794.95797
LAO,2002,0.283381,1.571347644,1571.347644
LBN,2002,4.6909503169999995,16.49338131,16493.38131
LBY,2002,5.438840637,29.043409000000004,29043.409
LCA,2002,5.579559376000001,0.8871499409999999,887.1499408
LKA,2002,1.57008908,29.84268314,29842.683139999997
LSO,2002,0.22536309999999998,0.421428997,421.4289975
LTU,2002,6.008975502999999,20.68890266,20688.90266
LUX,2002,14.22126167,6.314240181000001,6314.240181
LVA,2002,5.709103825,13.25082998,13250.82998
MAC,2002,10.74358603,4.737921438,4737.921438
MAR,2002,1.449445796,42.30207557,42302.07557
MDA,2002,0.61636803,2.2361832109999997,2236.183211
MDG,2002,0.183280041,3.067374762,3067.374762
MDV,2002,1.887979225,0.530522162,530.5221621999999
MEX,2002,3.443397035,356.1092345,356109.2345
MKD,2002,2.694119034,5.447508686,5447.508686
MLI,2002,0.239591389,2.60747309,2607.47309
MLT,2002,10.165171899999999,4.0152429,4015.2429
MMR,2002,0.189307262,8.926405303,8926.405303
MNE,2002,2.787422735,1.7142649819999998,1714.264982
MNG,2002,1.5751050930000001,3.8731834239999996,3873.1834240000003
MOZ,2002,0.10189212,1.9685557669999998,1968.5557670000003
MRT,2002,0.554447624,1.552453348,1552.453348
MUS,2002,3.191330338,3.845553057,3845.553057
MWI,2002,0.09942107900000001,1.273882287,1273.882287
MYS,2002,3.600193946,89.0219957,89021.9957
NAM,2002,2.037686681,3.790097227,3790.097227
NER,2002,0.081571447,0.9344824909999999,934.4824912
NGA,2002,0.564513826,70.89898491,70898.98491
NIC,2002,1.080022925,5.66472024,5664.72024
NLD,2002,16.60034348,268.0789469,268078.9469
NOR,2002,16.08271122,73.12808790000001,73128.0879
NPL,2002,0.19663746699999998,4.820960785,4820.960785
NZL,2002,8.428792102000001,33.63088049,33630.880489999996
OMN,2002,8.955096151000001,22.24445884,22244.45884
PAK,2002,0.805586177,115.08604129999999,115086.0413
PAN,2002,3.95296914,12.50719436,12507.19436
PER,2002,1.764699188,45.869826,45869.825999999994
PHL,2002,1.287152685,103.17815920000001,103178.1592
PLW,2002,3.106136041,0.059016585,59.01658479
PNG,2002,0.481892104,2.5945070869999998,2594.507087
POL,2002,5.341637572,204.274904,204274.90399999998
PRT,2002,10.97827101,114.393584,114393.584
PRY,2002,2.645133169,14.50855543,14508.55543
QAT,2002,7.915503848999999,4.986767425,4986.767425
ROU,2002,4.971537677,108.35466370000002,108354.6637
RUS,2002,3.613871333,524.7196621,524719.6621
RWA,2002,0.09632868800000001,0.805404157,805.4041565
SAU,2002,8.264134011,177.604504,177604.504
SDN,2002,0.351348335,11.48909054,11489.090540000001
SEN,2002,0.331146267,3.440609713,3440.6097130000003
SGP,2002,8.446851987,35.2740539,35274.0539
SLB,2002,0.215188221,0.09360687599999999,93.60687622
SLE,2002,0.11248742,0.505405978,505.405978
SLV,2002,2.052247227,12.04669122,12046.69122
SRB,2002,2.463144574,18.47358431,18473.58431
STP,2002,0.298042849,0.04291817,42.91817029
SUR,2002,3.425037513,1.640592969,1640.592969
SVK,2002,5.397856602,29.06205994,29062.05994
SVN,2002,9.416640337999999,18.77678083,18776.78083
SWE,2002,13.28494314,118.78067659999998,118780.6766
SWZ,2002,2.055686707,2.006350226,2006.3502260000002
SYC,2002,5.380509622000001,0.44658229899999996,446.58229860000006
TCD,2002,0.14948420099999998,1.174497367,1174.497367
TGO,2002,0.241234867,1.218477311,1218.4773109999999
THA,2002,2.713618168,172.28219030000002,172282.1903
TLS,2002,0.60833335,0.560883348,560.8833482999999
TON,2002,1.4138717109999999,0.141387171,141.3871711
TTO,2002,5.382311034,6.878593501,6878.593501
TUN,2002,1.9796663630000002,19.29976738,19299.76738
TUR,2002,2.96582429,196.9366645,196936.6645
TUV,2002,0.777013805,0.006993124,6.993124241
TZA,2002,0.20401386300000002,7.0270535139999994,7027.053514
UGA,2002,0.104285382,2.7009913930000002,2700.991393
UKR,2002,1.991439294,95.23660134,95236.60134
URY,2002,5.12171358,16.94775024,16947.75024
